index	ID	商品分类	数量	成本	销售
22534	5702231450061	760553	1	102	150
22535	5708733003026	100436	1	262	283
22536	5741213114393	510539	1	75	112
22537	5901071000270	100418	2	106	130
22538	5997307501611	590515	1	180	299
22539	5998710132430	100102	1	85	109
22540	5998710132461	100102	1	85	109
22541	5998710178209	100102	1	140	175
22542	6001240100011	100503	2	102	116
22543	6001240100059	100503	1	51	58
22544	6001240100073	100503	1	51	58
22545	6001240100080	100503	1	51	58
22546	6001240100110	100503	1	51	58
22547	6001240100417	100503	1	51	58
22548	6002138009904	100503	1	56	69
22549	6002138009911	100503	1	56	69
22550	6002138009928	100503	1	56	69
22551	6002138009935	100503	1	56	69
22552	6002138009942	100503	1	56	69
22553	6002138009959	100503	2	112	138
22554	6009602040036	100502	1	53	65
22555	6009602040043	100502	1	53	65
22556	6009602040074	100502	1	53	62
22557	6009602040081	100502	1	74	62
22558	6009602040098	100502	1	53	65
22559	6291003001604	100205	1	49	66
22560	6291003003233	100201	1	16	21
22561	6291003003301	100201	1	16	21
22562	64045276     	500807	1	213	299
22563	6417359211003	500705	1	263	314
22564	6417359760099	500705	1	197	233
22565	6665198563498	570206	1	66	99
22566	6908332182613	530112	2	280	252
22567	6917246209033	300716	1	69	95
22568	6917246209040	300716	1	69	95
22569	6920056596057	720226	1	150	199
22570	6921079000163	760520	1	19	28
22571	6921079000279	760656	1	32	49
22572	6921079000286	760656	1	32	49
22573	6921079000439	760622	1	52	78
22574	6921084515584	760657	2	72	100
22575	6921084546021	760524	1	21	26
22576	6921640600617	510401	1	190	261
22577	6922314351019	520510	1	35	49
22578	6922314351026	520510	3	120	180
22579	6922314351125	520503	1	48	70
22580	6922314352108	520122	1	22	33
22581	6923492551611	300603	1	245	389
22582	6923492551642	300603	1	245	389
22583	6923492551666	300603	1	245	389
22584	6923492551697	300603	1	245	389
22585	6923980303036	760505	1	62	85
22586	6924316100015	760597	1	2542	2690
22587	6925781480015	711304	1	332	378
22588	7037436910880	780205	1	942	999
22589	7038510000251	530104	1	93	149
22590	7038513863006	530104	1	43	59
22591	7038513867004	530104	1	121	150
22592	7038513892013	530104	1	125	165
22593	7038513908196	530104	1	100	128
22594	7038513912056	530107	1	42	60
22595	7038516501400	530104	1	95	119
22596	7231254801515	110501	1	31	38
22597	7231254880206	100324	1	50	59
22598	7231254883085	100319	1	48	62
22599	7231254883818	100103	2	120	156
22600	7231254883856	100305	1	62	79
22601	7231254883870	100305	1	62	79
22602	7231254883900	100305	1	62	79
22603	7310181509203	530105	1	78	110
22604	7501056320119	300704	1	150	219
22605	7610053910763	560201	1	167	196
22606	7610053910770	560201	2	668	562
22607	7610053910787	560201	2	668	632
22608	7610053910794	560201	2	668	632
22609	7610053910800	560201	2	668	632
22610	7610400013949	100102	1	64	85
22611	7610400014571	100102	1	50	65
22612	7610400029810	100102	1	135	185
22613	7610400029841	100102	1	135	185
22614	7610400029858	100102	1	135	185
22615	7610700600054	100108	1	123	149
22616	7610700600863	100108	1	71	83
22617	7610700602393	100108	1	65	75
22618	7610700605004	100108	1	107	101
22619	7610700605349	100108	1	107	132
22620	7610700605646	100108	1	107	132
22621	7611466001147	100102	1	34	39
22622	7611466001154	100102	1	34	39
22623	7611466001581	100102	1	79	99
22624	7614200001625	110511	1	76	93
22625	7614200002233	110511	1	76	93
22626	7614200002547	110511	2	152	196
22627	7614200002806	110511	1	60	78
22628	7614200017770	110511	1	76	98
22629	7614200017855	110511	2	152	196
22630	7614500004500	100102	1	110	125
22631	7614500010013	100102	2	66	78
22632	7614500010617	100102	1	33	39
22633	7614500011218	100102	1	88	109
22634	7616100275366	100403	6	1824	2214
22635	7616100346912	100436	1	431	459
22636	7616100818334	100436	1	476	530
22637	7616100830794	100436	1	262	298
22638	7616100873319	100436	1	255	228
22639	7622200002672	100102	1	66	75
22640	7622200010738	100102	1	24	29
22641	7707950311516	100443	1	147	185
22642	7707950312216	100443	1	106	135
22643	7802605104007	100201	1	13	16
22644	7802605104106	100201	1	13	18
22645	7802605105004	100201	1	13	18
22646	8000050392003	110409	2	136	172
22647	8000050393819	110409	1	68	86
22648	8000380004911	100205	1	61	75
22649	8000380004935	100205	1	61	71
22650	8000380004966	100205	1	61	75
22651	8000380004980	100205	1	61	71
22652	8000500003787	100102	1	129	155
22653	8000500005026	100102	25	2275	2975
22654	8000500026731	100105	1	63	75
22655	8000500029350	100102	3	147	177
22656	8000500045565	100102	9	1818	2421
22657	8001544000060	520139	1	190	251
22658	8001544003306	520139	1	215	319
22659	8001544003313	520139	1	160	225
22660	8001544003320	520139	1	105	149
22661	8001544003504	520137	2	90	130
22662	8002110321640	530114	1	69	89
22663	8002110321664	530114	1	69	89
22664	8003734006357	520311	1	40	56
22665	8003734006418	520311	1	40	56
22666	8003734006470	520308	1	22	32
22667	8003734010323	520137	2	140	210
22668	8003734010330	520137	1	145	219
22669	8003734010347	520134	1	115	169
22670	8003734018985	520316	1	32	46
22671	8003734019609	520308	1	25	36
22672	8003734020421	520137	4	160	228
22673	8003734170805	520137	1	60	89
22674	8003734171390	520137	2	240	358
22675	8003734196003	520137	1	175	245
22676	8004025000023	110114	1	180	235
22677	8004025000726	110114	1	172	225
22678	8004360016581	540228	1	115	165
22679	8004360025538	540112	1	72	105
22680	8004360025552	540112	1	100	138
22681	8004800002624	100217	1	50	69
22682	8004800032119	100213	1	71	95
22683	80050278     	100102	1	21	26
22684	80053873     	110114	1	186	229
22685	8005510012309	110114	1	530	445
22686	8005989061846	520464	2	98	144
22687	8006043285222	510427	1	150	225
22688	8006043608007	510512	1	180	233
22689	8006043880250	510512	1	180	270
22690	8006043890228	510427	1	228	345
22691	8006330000064	510530	1	108	159
22692	8006330001948	510539	1	42	59
22693	8006330002211	510522	1	42	62
22694	8006330002907	510539	1	96	145
22695	8006330002990	510505	1	78	112
22696	8006330003430	510539	1	60	89
22697	8006330003447	510539	1	90	130
22698	8006330003508	510304	1	90	130
22699	8006330003584	510518	1	124	179
22700	8006330052711	510508	1	198	266
22701	8006330053343	510513	1	150	210
22702	8006330130044	510507	1	114	160
22703	8006330172044	510539	1	60	85
22704	8006330225047	510506	1	174	245
22705	8006330235046	510506	1	168	240
22706	8006330339041	510502	1	60	88
22707	8006330440082	510303	1	120	163
22708	8006330458087	510530	1	156	235
22709	8006330528049	510512	1	90	130
22710	8006330530042	510512	1	90	130
22711	8006330564047	510522	1	120	175
22712	8006330629241	510539	1	66	95
22713	8006330647245	510311	1	84	120
22714	8006330648242	510303	1	78	112
22715	8006330658241	510301	1	72	105
22716	8006330660046	510301	1	42	60
22717	8006330676047	510518	1	168	249
22718	8006330722041	510539	1	90	130
22719	8006330724045	510510	1	90	130
22720	8006330775047	510535	1	60	89
22721	8006330776044	510535	1	78	108
22722	8006330789044	510539	1	56	82
22723	8006383013752	510522	1	90	128
22724	8006383033200	510522	1	63	56
22725	8006383063764	510512	1	85	125
22726	8006383083786	510512	1	81	114
22727	8007150000111	110114	1	201	233
22728	8007150511013	110114	1	187	232
22729	8007150900015	110109	1	64	80
22730	8007546000916	110114	1	95	118
22731	8008980120017	530126	1	65	95
22732	8008980120024	530126	1	65	95
22733	8008980120048	530126	1	65	90
22734	8008980120055	530126	1	65	95
22735	8008980121007	530126	1	65	95
22736	8009404710289	520120	1	175	245
22737	8009404710814	520120	1	110	155
22738	8009404711224	520120	1	85	113
22739	80135616     	100102	1	19	25
22740	80135906     	100102	3	108	135
22741	8015016000496	510512	1	54	82
22742	8016042051056	100103	1	33	43
22743	80177616     	100102	1	41	49
22744	8410020006760	530605	1	149	199
22745	8410033752104	530605	1	98	129
22746	8410316000021	110114	1	183	230
22747	8410316000052	110114	1	520	617
22748	8410316000175	110114	1	340	425
22749	8410660001026	110114	1	95	118
22750	8410660101283	110114	1	95	118
22751	8410660102020	110114	1	107	129
22752	8410660102112	110114	1	150	188
22753	8410660102181	110114	1	150	188
22754	8410702001014	100109	1	765	900
22755	8411660190307	530405	1	61	79
22756	8411660260505	530412	1	135	179
22757	8411660260512	530412	1	106	145
22758	8411660291400	530601	1	108	148
22759	8411660401502	530217	1	98	129
22760	8411660501011	530220	1	67	90
22761	8411732105413	530105	1	47	59
22762	8411732107318	530105	1	95	113
22763	8411732107424	530105	1	84	94
22764	8411732108810	530105	1	105	132
22765	8411732109411	530105	1	105	139
22766	8412674000415	100217	1	46	58
22767	8412674000422	100217	1	46	58
22768	8412674000439	100217	1	46	58
22769	8413511011038	110114	1	217	270
22770	8413971000597	110114	1	285	370
22771	8420460030034	520406	1	79	99
22772	8420460150015	520137	2	54	80
22773	8420460280026	520226	1	239	284
22774	8424421111251	110114	1	301	370
22775	8424421111381	110114	1	266	338
22776	8693357004191	540114	1	323	379
22777	8693357007871	540119	1	140	199
22778	8693357008052	540119	1	120	166
22779	8693357016354	540101	2	192	278
22780	8693357016361	540101	1	107	147
22781	8693357016392	540101	1	75	109
22782	8710101363158	711305	1	304	399
22783	8710101364049	711305	1	133	189
22784	8710283606005	100610	2	476	542
22785	8710283606050	100610	1	487	569
22786	8710283606609	100604	1	174	225
22787	8710283606623	100604	1	125	162
22788	8710283606654	100604	1	105	126
22789	8710283630772	100610	1	196	219
22790	8710283631519	100608	2	332	398
22791	8710283632165	100608	1	202	288
22792	8710331001776	720507	2	300	418
22793	8710335231858	100604	1	109	139
22794	8710402131180	530501	2	136	169
22795	8710435490049	100432	1	56	79
22796	8710435490315	100432	2	112	158
22797	8710551860023	110134	1	50	65
22798	87108019     	100108	1	36	48
22799	87108026     	100108	1	36	48
22800	8711272001597	560402	1	424	480
22801	8711500090638	731302	1	17	23
22802	8711500090645	731302	2	34	46
22803	8711500090652	731302	2	34	45
22804	8711500090669	731302	3	51	87
22805	8711500120281	731302	2	38	50
22806	8711500120298	731302	2	38	50
22807	8711500120304	731302	1	21	28
22808	8711500120311	731302	3	66	90
22809	8711500638229	731302	2	160	210
22810	8711500706690	731302	1	160	209
22811	8711782611408	540117	1	190	279
22812	8711782617004	540117	4	520	740
22813	8711782708009	540101	1	47	69
22814	8712000900038	100516	1	195	209
22815	8712000900045	100516	1	320	349
22816	8712045000090	560402	1	245	279
22817	8712045000151	560402	2	808	850
22818	8712045000199	560402	1	325	337
22819	8712045000205	560402	1	325	355
22820	8712045000465	560402	1	209	239
22821	8712045000816	560402	2	630	690
22822	8712045001943	560403	1	454	488
22823	8712045002636	560403	1	235	279
22824	8712045002643	560401	1	454	539
22825	8712045003565	560402	1	390	439
22826	8712045004784	560402	2	740	622
22827	8712045008539	560402	2	1266	1064
22828	8712045008812	560403	1	454	539
22829	8712045011119	560402	1	308	359
22830	8712045011317	560402	2	742	702
22831	8712045012727	560402	2	1076	922
22832	8712045012994	560402	1	441	515
22833	8712045013021	560402	1	441	515
22834	8712045013038	560402	1	441	515
22835	8712045013069	560402	1	441	382
22836	8714462007829	300711	1	168	249
22837	8714462007836	300711	1	168	237
22838	8714462007843	300711	1	168	249
22839	8714462007850	300711	1	168	249
22840	8714462007867	300711	1	168	249
22841	8716200041614	100401	1	366	399
22842	8716200084840	100401	1	200	235
22843	8716200084857	100401	1	200	224
22844	8716200084901	560402	3	1107	1245
22845	8716200084925	560402	3	1011	945
22846	8716200084932	560402	3	921	909
22847	8716200110594	100401	1	366	399
22848	8716200117128	560401	1	307	339
22849	8721900002193	130109	1	68	89
22850	8721900002230	130109	1	68	89
22851	8801008120415	300603	1	451	537
22852	8801019404634	100217	1	47	55
22853	8801019404689	100217	1	47	59
22854	8801019421013	100217	1	47	52
22855	8801019930744	100212	1	50	62
22856	8801019931536	100205	2	94	110
22857	8801023100126	540112	2	132	198
22858	8801023200253	540101	2	264	378
22859	8801023200413	540101	1	132	189
22860	8801023200918	540104	2	520	657
22861	8801023500421	540112	3	138	207
22862	8801023500438	540116	1	33	49
22863	8801024110100	130307	1	142	195
22864	8801024110209	130307	1	142	195
22865	8801024110216	130307	1	85	86
22866	8801024110308	130307	1	142	195
22867	8801024110407	130307	1	142	195
22868	8801024110612	130307	1	142	185
22869	8801024180103	130307	1	120	168
22870	8801024190225	130307	1	71	95
22871	8801037001396	100402	1	58	72
22872	8801037001419	100402	1	66	78
22873	8801037001877	100403	1	235	285
22874	8801037005370	100403	1	287	309
22875	8801037010497	100403	1	184	209
22876	8801037013832	100403	1	125	168
22877	8801043150606	110507	2	32	42
22878	8801047271024	110404	1	74	89
22879	8801047271055	110404	2	148	178
22880	8801051201215	530403	1	74	95
22881	8801051215267	530408	1	74	90
22882	8801055190294	100416	1	181	223
22883	8801062145171	100213	1	42	52
22884	8801062145492	100212	1	40	55
22885	8801062148035	100212	1	72	89
22886	8801062161881	100212	2	72	98
22887	8801062168149	100212	1	50	68
22888	8801083001173	100218	1	52	65
22889	8801083015217	100419	1	48	62
22890	8801083015422	100419	1	103	129
22891	8801083017242	100205	2	136	162
22892	8801083021249	100205	1	68	85
22893	8801083063249	100205	1	68	81
22894	8801111112697	100212	1	76	98
22895	8801111114509	100216	1	66	88
22896	8801145521212	560201	2	536	558
22897	8801145522219	560201	1	268	279
22898	8801164004017	100311	1	45	59
22899	8801266122145	100311	1	114	150
22900	8801503301258	760103	1	48	68
22901	8801506060435	760520	1	30	43
22902	8801506060527	760618	1	33	47
22903	8801506090616	760620	2	62	98
22904	8801506230562	760726	3	117	159
22905	8801506230579	760726	1	45	65
22906	8801506591014	760620	1	31	49
22907	8801687000206	100311	2	90	86
22908	8802203020012	760618	1	40	55
22909	8802203020043	760201	1	85	128
22910	8802203510070	760409	1	72	119
22911	8802783620145	100515	1	85	99
22912	8802783620152	100515	1	85	99
22913	8803174102943	760656	1	60	85
22914	8803174103384	760619	1	108	158
22915	8803174103476	760620	1	54	76
22916	8803174103995	760656	2	120	170
22917	8804108010105	100311	1	51	69
22918	8804108010280	100322	3	528	687
22919	8804927000011	510411	1	742	1065
22920	8805545000353	300422	1	278	390
22921	8805545000377	300422	1	278	390
22922	8805545000384	300422	1	278	390
22923	8807117125433	760103	3	90	126
22924	8808497790020	100311	1	50	66
22925	8809002640663	760103	1	13	19
22926	8809009350411	760103	2	26	38
22927	88442044     	720507	1	75	99
22928	8850002801608	530114	1	56	69
22929	8850002801615	530114	1	56	69
22930	8850006260043	530104	1	66	80
22931	8850006267073	530104	1	30	38
22932	8850006330012	530104	1	30	39
22933	8850024701399	530110	2	320	302
22934	8850026200371	100301	1	80	99
22935	8850038400080	110711	1	55	74
22936	8850043150017	100205	1	55	79
22937	8850043150024	100205	1	55	79
22938	8850058000581	110136	1	30	39
22939	8850058000598	110136	1	52	69
22940	8850058100403	110127	1	42	55
22941	8850124005724	100414	1	90	115
22942	8850124005748	100414	1	132	168
22943	8850149584112	100111	1	23	29
22944	8850155011060	100205	1	33	42
22945	8850155012029	110702	1	38	50
22946	8850155021069	100205	1	33	48
22947	8850155031068	100205	1	36	40
22948	8850157000055	100217	1	19	25
22949	8850157000062	100102	1	71	89
22950	8850157000420	100205	1	33	45
22951	8850173310169	110705	1	48	64
22952	8850173450322	110707	1	65	86
22953	8850180040011	110709	1	18	24
22954	8850206011025	110710	1	52	69
22955	8850206066032	110707	1	35	46
22956	8850206162024	110707	1	45	59
22957	8850332247114	100201	2	38	47
22958	8850332247145	100201	1	19	24
22959	8850332247152	100201	1	19	25
22960	8850332251784	100205	1	44	55
22961	8850332341850	100212	1	37	49
22962	8850336240043	110705	1	55	74
22963	8850367100019	110703	1	20	26
22964	8850367100088	110704	1	16	22
22965	8850367200023	110713	1	48	64
22966	8850367300099	110705	1	16	21
22967	8850367300495	110707	1	60	79
22968	8850423000086	110707	1	50	65
22969	8850423000093	110707	1	50	65
22970	8850425001258	100205	1	30	37
22971	8850425001319	100205	1	30	39
22972	8850425001746	100112	1	30	39
22973	8850425002736	100112	1	30	39
22974	8850450191139	110507	2	60	76
22975	8850545777552	110707	1	35	46
22976	8850572107209	110707	1	35	46
22977	8850579000015	110713	1	48	64
22978	8850596730513	560334	1	60	85
22979	8850596730612	560334	1	64	89
22980	8850620888289	110707	1	37	49
22981	8850633120253	510201	1	280	369
22982	8850633120352	510201	1	380	499
22983	8850883003887	110702	2	44	58
22984	8850885084266	110706	4	132	176
22985	8850987101021	110715	2	12	14
22986	8850987101519	110401	1	38	49
22987	8851016001169	100218	1	14	18
22988	8851016005174	100218	2	70	92
22989	8851016005693	100218	2	70	87
22990	8851016005723	100218	1	35	46
22991	8851016015203	100218	1	21	28
22992	8851016015302	100218	1	21	28
22993	8851019410135	100205	1	25	32
22994	8851019410142	100205	2	50	64
22995	8851019430515	100210	1	16	25
22996	8851019430522	100210	1	16	25
22997	8851019430546	100217	1	17	25
22998	8851111202645	530103	1	53	63
22999	8851111202652	530103	1	53	63
23000	8851727008044	100217	1	19	25
23001	8851810010312	110713	1	60	79
23002	8851818003200	530101	1	69	85
23003	8851818116207	530111	1	78	110
23004	8851818117204	530111	1	78	110
23005	8851818710900	530101	1	69	94
23006	8851954101938	110710	1	48	64
23007	8851954102126	110712	1	35	46
23008	8851954103123	110706	1	40	53
23009	8851954107138	110710	1	40	53
23010	8851991041099	510501	1	49	72
23011	8851991042102	510501	1	75	110
23012	8851991052095	510329	1	63	92
23013	8851991101106	510418	1	109	155
23014	8851991110122	510413	1	52	75
23015	8851991110146	510413	1	65	87
23016	8851991110160	510413	1	79	112
23017	8851991110184	510413	2	198	278
23018	8851991300257	510403	1	128	180
23019	8851991350214	510408	1	105	149
23020	8851991350245	510408	1	143	199
23021	8851991501029	510402	1	151	215
23022	8851991501036	510402	1	192	269
23023	8851991501227	510402	1	180	249
23024	8851991501234	510402	1	287	385
23025	8851991501425	510402	1	226	299
23026	8851991502217	510401	1	159	225
23027	8851991502415	510401	1	185	256
23028	8851991511103	510124	1	144	199
23029	8851991511127	510118	1	177	255
23030	8851991511165	510118	1	304	420
23031	8851991520150	510401	1	116	169
23032	8851991520167	510401	1	130	180
23033	8851991601019	510101	1	352	499
23034	8851991605185	510118	1	290	366
23035	8851991605208	510101	1	268	379
23036	8851991605222	510101	1	318	445
23037	8851991605246	510101	1	369	519
23038	8851991605260	510101	1	420	589
23039	8851991605284	510101	1	485	679
23040	8851991605307	510101	1	484	650
23041	8851991608803	510101	1	360	510
23042	8851991608810	510101	1	420	590
23043	8851991608827	510101	1	480	675
23044	8851991637247	510120	1	550	790
23045	8851991663161	510118	1	205	285
23046	8851991663185	510118	1	236	329
23047	8851991663208	510118	1	275	385
23048	8851991668814	510118	1	360	510
23049	8851991710285	510101	1	1150	1620
23050	8851991711268	510122	1	678	899
23051	8851991831027	510120	1	680	950
23052	8851992501455	510402	1	256	269
23053	8851992501639	510402	1	229	269
23054	8851992501646	510402	1	281	329
23055	8851992501653	510402	1	340	379
23056	8851993605220	510101	1	189	246
23057	8852032612131	110714	1	25	33
23058	8852045000017	110707	1	48	64
23059	8852047125213	100212	1	83	109
23060	8852047125220	100212	1	83	109
23061	8852047232133	100103	1	36	45
23062	8852047233116	100103	2	68	90
23063	8852047326511	100313	2	164	196
23064	8852047326597	100313	1	82	98
23065	8852047605425	100213	1	70	85
23066	8852122118574	760203	1	16	24
23067	8852122118888	760308	1	60	93
23068	8852122118895	760308	1	60	81
23069	8852122119458	760308	1	154	238
23070	8852122119984	760204	1	16	25
23071	8852122120614	760308	2	220	338
23072	8852122120812	760530	1	19	28
23073	8852122129273	760656	1	49	73
23074	8852122133096	760706	1	181	265
23075	8852122133140	760638	1	19	29
23076	8852122133157	760638	1	24	38
23077	8852122133270	760725	2	54	80
23078	8852122133317	760621	1	35	52
23079	8852122133331	760592	1	24	38
23080	8852122133416	760638	1	41	59
23081	8852122133430	760626	2	48	72
23082	8852122133454	760626	2	66	95
23083	8852122133492	760530	1	13	20
23084	8852122138602	760592	1	110	161
23085	8853061007073	110716	1	18	24
23086	8853301110075	500804	1	386	449
23087	8853301130622	500804	1	315	339
23088	8853301130639	500804	1	657	552
23089	8853301400084	500803	1	200	249
23090	8853301400138	500803	2	84	104
23091	8855588200135	100205	1	19	25
23092	8855588200142	100205	1	19	25
23093	8886001012592	100106	1	25	34
23094	8886300001006	100414	1	137	169
23095	8886300001204	100414	1	72	89
23096	8886300001303	100414	1	72	89
23097	8886300001501	100414	1	72	89
23098	8886311100033	100407	1	95	129
23099	8886311100316	100431	3	285	387
23100	8886311100408	100444	1	95	129
23101	8886311100422	100414	1	125	155
23102	8886311100545	100414	1	95	129
23103	8887162022635	550612	1	70	99
23104	8887290001045	100414	1	45	55
23105	8887290004022	100405	1	57	69
23106	8887329845817	730105	1	96	126
23107	8887329845824	730105	1	105	139
23108	8887329845831	730105	1	105	139
23109	8887329845862	730105	1	115	150
23110	8887506000251	760201	1	62	85
23111	8887615048915	520425	2	74	106
23112	8887615058228	520425	5	210	269
23113	8887675642030	760302	1	137	212
23114	8887675642047	760302	1	164	250
23115	8887675642054	760302	1	164	225
23116	8887675642078	760305	1	181	251
23117	8888021100198	712901	1	63	79
23118	8888021100327	712901	1	121	159
23119	8888021100624	712901	1	114	150
23120	8888021200133	712902	1	78	90
23121	8888021200140	712902	1	91	114
23122	8888021200171	712902	1	68	90
23123	8888021200256	712902	1	87	95
23124	8888021200720	712902	1	87	95
23125	8888021800401	712901	1	114	150
23126	8888057387006	720507	1	106	159
23127	8888086010104	100418	1	43	55
23128	8888166989627	100205	1	34	43
23129	8888166989795	100205	1	38	47
23130	8888215880103	100407	1	60	80
23131	8888215880110	100407	1	60	80
23132	8888215880127	100407	2	200	264
23133	8888215880134	100407	1	100	132
23134	8888215880462	100414	1	90	80
23135	8888240000095	100414	2	230	282
23136	8888240000354	100414	2	200	258
23137	8888240001030	100407	1	86	109
23138	8888240001160	100407	1	100	119
23139	8888240001375	100407	1	89	119
23140	8888240001399	100416	1	116	155
23141	8888240001726	100407	1	86	109
23142	8888240001856	100407	1	100	129
23143	8888240003522	100431	1	92	119
23144	8888240004062	100444	1	131	169
23145	8888240005311	100414	1	100	129
23146	8888240006028	100407	1	85	104
23147	8888240007025	100414	1	70	85
23148	8888240030016	100431	1	124	159
23149	8888240080073	100444	1	131	169
23150	8888240300010	100407	1	89	119
23151	8888296909083	100414	1	103	129
23152	8888420881162	100325	1	66	80
23153	8888420890614	100205	1	33	39
23154	8888480915661	100407	1	89	129
23155	8888480915678	100407	3	267	447
23156	8888480915685	100407	2	178	258
23157	8888480921068	100414	1	78	99
23158	8888522010279	100414	1	79	99
23159	8888563070324	100205	1	81	110
23160	8888563070348	100201	2	212	280
23161	8888812100321	100325	1	50	68
23162	8888812100338	100325	1	50	68
23163	8888826007821	300801	1	76	99
23164	8888826007852	300801	1	39	50
23165	8888855001203	300801	1	125	159
23166	8888855001357	300807	1	106	139
23167	8888855001432	300807	1	33	45
23168	8934614019061	100212	1	36	45
23169	8990057979416	560502	1	357	399
23170	8990057979423	560402	2	714	798
23171	8990057979461	560402	2	714	798
23172	8991002305014	100111	1	21	27
23173	8991380221067	300702	1	299	379
23174	8991380221081	300703	2	568	508
23175	8991380221098	300709	1	249	349
23176	8991380221104	300709	1	249	332
23177	8991380222040	300703	1	427	549
23178	8991380222057	300709	1	285	398
23179	8991380222064	300709	1	285	379
23180	8991380223047	300702	1	299	399
23181	8991380232148	300712	1	99	119
23182	8991380405405	300422	1	246	294
23183	8991380405450	300422	1	246	349
23184	8991380405641	300422	1	246	309
23185	8991380406266	300422	1	246	309
23186	8991380406341	300422	1	246	278
23187	8991380406440	300422	1	246	332
23188	8991380406662	300422	1	246	294
23189	8991380407355	300422	1	246	294
23190	8991380407409	300422	1	246	349
23191	8991380407621	300422	1	246	294
23192	8991380605331	300422	1	278	379
23193	8991380605607	300422	1	278	379
23194	8991380606017	300422	1	278	379
23195	8991380608011	300422	1	278	379
23196	8992716105006	100431	1	124	168
23197	8992741941303	100103	1	23	29
23198	8992741941310	100104	1	23	29
23199	8992741941327	100103	2	46	58
23200	8992741941341	100103	1	23	29
23201	8992741941358	100103	1	23	29
23202	8992741941365	100103	1	23	29
23203	8992741956109	100106	3	93	111
23204	8993189210228	530101	1	54	66
23205	8993189230189	530101	1	42	54
23206	8997878332291	100111	1	17	26
23207	8998288036229	100506	1	28	35
23208	8998288280127	100506	2	56	70
23209	8999002568972	712901	1	64	85
23210	8999002594377	712901	1	91	120
23211	8999118015100	520425	1	19	29
23212	8999118015803	520425	1	26	37
23213	8999118050101	520464	2	30	44
23214	8999118050200	520464	2	40	60
23215	8999118050309	520464	1	20	30
23216	8999118050408	520464	1	19	29
23217	8999118050507	520464	1	15	22
23218	8999118050606	520464	1	20	30
23219	8999118053102	520464	2	48	72
23220	8999118053201	520464	3	60	90
23221	8999118055106	520464	1	50	73
23222	8999118055205	520464	1	65	95
23223	8999118113509	520437	1	60	89
23224	8999118200100	520465	1	75	105
23225	8999118216309	520120	1	25	36
23226	8999118221105	520208	1	17	26
23227	8999118221204	520319	2	40	60
23228	8999118221617	520319	1	30	45
23229	8999118222102	520319	1	17	26
23230	8999979002332	520402	2	192	290
23231	8999979002608	520401	1	60	89
23232	8999979002929	520402	1	49	75
23233	8999979005906	520437	1	46	65
23234	8999979010382	520460	1	25	38
23235	8999979012751	520402	2	156	240
23236	8999979013383	520437	2	418	584
23237	8999979017589	520403	1	210	288
23238	8999979017893	520402	1	40	59
23239	8999979018579	520402	1	29	42
23240	8999979019828	520402	1	69	99
23241	8999979020015	520402	1	69	99
23242	8999979021043	520402	1	65	92
23243	8999979021685	520401	1	55	79
23244	9000100054928	530105	1	99	132
23245	9002975051392	100104	1	107	159
23246	9002975051439	100104	1	107	159
23247	9002975051477	100104	1	107	159
23248	9003579302545	500804	1	33	45
23249	9003579302552	500804	1	33	45
23250	9044400841000	100105	1	34	42
23251	9300603830013	500803	1	34	38
23252	9300603830020	500803	1	34	38
23253	9300603830037	500803	1	34	38
23254	9300603830105	500803	1	116	149
23255	9300603830112	500803	1	116	142
23256	9300603830129	500803	1	116	149
23257	9300603830136	500803	1	116	149
23258	9300603830167	500803	2	232	208
23259	9300603830174	500803	1	34	38
23260	9300605115637	100401	1	207	235
23261	9300605115644	100401	2	782	658
23262	9300605115682	100401	1	213	228
23263	9300605115743	100401	1	220	239
23264	9300605115798	100401	1	389	435
23265	9300605115804	100401	1	419	470
23266	9300605123458	100401	2	398	334
23267	9300605710078	100401	1	223	255
23268	9300605710085	100401	1	392	479
23269	9300605710115	100436	1	315	355
23270	9300605710122	100436	1	553	619
23271	9300605711242	100401	1	223	255
23272	9300605711266	100401	1	425	485
23273	9300615013008	530407	1	41	59
23274	9300618551774	300702	1	195	223
23275	9300626562540	300424	1	89	119
23276	9300626564049	300424	1	74	109
23277	9300626564278	300424	1	89	119
23278	9300627025013	300801	1	102	139
23279	9300627300011	300801	1	60	89
23280	9300636002302	720312	1	73	89
23281	9300636002449	720303	1	174	169
23282	9300636002500	720303	1	91	170
23283	9300636002531	720303	1	105	129
23284	9300639800011	130109	1	68	85
23285	9300639800080	130109	1	61	79
23286	9300644131674	110508	1	26	34
23287	9300644131681	110508	1	22	31
23288	9300644131698	110508	2	64	84
23289	9300644131704	110508	1	24	34
23290	9300644131711	110508	1	24	34
23291	9300644131728	110508	3	81	95
23292	9300644131735	110508	2	48	68
23293	9300644131759	110508	1	32	42
23294	9300644131766	110508	1	32	42
23295	9300644131773	110508	1	32	42
23296	9300647486511	530104	1	58	68
23297	9300647486535	530104	1	58	75
23298	9300650290228	130110	1	60	75
23299	9300650290983	130110	1	60	75
23300	9300650295711	130109	1	60	75
23301	9300650295810	130109	1	60	75
23302	9300650340268	130110	1	70	85
23303	9300650430419	130109	2	108	138
23304	9300667700505	110126	1	76	98
23305	9300682001816	100102	1	39	49
23306	9300682002028	100102	1	48	58
23307	9300682003094	100102	1	73	95
23308	9300682012508	100102	1	99	149
23309	9300682013260	100104	1	37	44
