index	ID	年龄	区域
23504	01927931  	F 	D 
23505	01927979  	A 	F 
23506	01927986  	D 	E 
23507	01928006  	B 	G 
23508	01928013  	B 	C 
23509	01928037  	E 	C 
23510	01928068  	C 	D 
23511	01928075  	E 	E 
23512	01928099  	C 	F 
23513	01928105  	E 	C 
23514	01928228  	B 	G 
23515	01928235  	I 	F 
23516	01928266  	C 	F 
23517	01928280  	B 	E 
23518	01928327  	D 	D 
23519	01928358  	E 	A 
23520	01928365  	E 	D 
23521	01928419  	D 	E 
23522	01928495  	H 	D 
23523	01928525  	C 	F 
23524	01928594  	C 	G 
23525	01928631  	B 	F 
23526	01928716  	F 	F 
23527	01928723  	I 	F 
23528	01928747  	F 	G 
23529	01928785  	H 	F 
23530	01928884  	D 	F 
23531	01928938  	J 	F 
23532	01928945  	H 	B 
23533	01929027  	C 	G 
23534	01929041  	A 	F 
23535	01929072  	F 	C 
23536	01929089  	D 	F 
23537	01929096  	G 	E 
23538	01929102  	E 	C 
23539	01929133  	C 	G 
23540	01929171  	G 	B 
23541	01929232  	C 	F 
23542	01929263  	E 	F 
23543	01929270  	B 	F 
23544	01929331  	D 	E 
23545	01929539  	D 	G 
23546	01929713  	B 	E 
23547	01929744  	B 	G 
23548	01929775  	F 	E 
23549	01929799  	E 	C 
23550	01929829  	A 	F 
23551	01929843  	B 	F 
23552	01929980  	B 	F 
23553	01929997  	D 	C 
23554	01930009  	B 	E 
23555	01930061  	D 	E 
23556	01930078  	E 	C 
23557	01930108  	C 	E 
23558	01930122  	H 	F 
23559	01930139  	J 	C 
23560	01930146  	E 	E 
23561	01930153  	G 	E 
23562	01930207  	J 	F 
23563	01930214  	C 	C 
23564	01930245  	A 	E 
23565	01930290  	D 	D 
23566	01930351  	D 	E 
23567	01930368  	C 	F 
23568	01930436  	B 	F 
23569	01930443  	J 	G 
23570	01930467  	C 	E 
23571	01930535  	B 	F 
23572	01930542  	F 	C 
23573	01930566  	F 	C 
23574	01930580  	B 	F 
23575	01930610  	G 	G 
23576	01930634  	G 	F 
23577	01930641  	I 	G 
23578	01930702  	E 	E 
23579	01930719  	A 	E 
23580	01930726  	C 	E 
23581	01930757  	C 	F 
23582	01930818  	C 	E 
23583	01930825  	C 	F 
23584	01930955  	B 	F 
23585	01931006  	G 	F 
23586	01931044  	C 	E 
23587	01931198  	G 	F 
23588	01931228  	C 	E 
23589	01931273  	C 	F 
23590	01931297  	B 	A 
23591	01931358  	C 	E 
23592	01931389  	A 	E 
23593	01931402  	D 	F 
23594	01931518  	J 	D 
23595	01931587  	F 	F 
23596	01931594  	I 	F 
23597	01931600  	D 	F 
23598	01931648  	D 	G 
23599	01931662  	G 	E 
23600	01931747  	G 	F 
23601	01931754  	C 	E 
23602	01931792  	A 	A 
23603	01931884  	H 	C 
23604	01931921  	G 	C 
23605	01931938  	C 	F 
23606	01931945  	H 	C 
23607	01931969  	D 	C 
23608	01931976  	C 	E 
23609	01932058  	G 	D 
23610	01932096  	A 	C 
23611	01932157  	G 	F 
23612	01932171  	J 	E 
23613	01932294  	G 	C 
23614	01932331  	E 	C 
23615	01932386  	A 	F 
23616	01932393  	D 	B 
23617	01932560  	D 	B 
23618	01932737  	D 	B 
23619	01932744  	A 	F 
23620	01932799  	D 	A 
23621	01932805  	A 	F 
23622	01932812  	H 	F 
23623	01932829  	D 	C 
23624	01932904  	D 	D 
23625	01932942  	D 	F 
23626	01932966  	B 	F 
23627	01932980  	C 	F 
23628	01933093  	D 	H 
23629	01933222  	D 	C 
23630	01933239  	J 	A 
23631	01933345  	B 	E 
23632	01933444  	A 	E 
23633	01933529  	E 	A 
23634	01933567  	C 	E 
23635	01933598  	E 	C 
23636	01933680  	C 	D 
23637	01933703  	F 	C 
23638	01933758  	B 	C 
23639	01933802  	C 	D 
23640	01933826  	D 	D 
23641	01933833  	E 	G 
23642	01933888  	J 	E 
23643	01933895  	D 	F 
23644	01933918  	A 	F 
23645	01933925  	A 	F 
23646	01933949  	J 	F 
23647	01933963  	A 	E 
23648	01933970  	E 	E 
23649	01934113  	C 	G 
23650	01934120  	A 	E 
23651	01934137  	A 	E 
23652	01934168  	D 	F 
23653	01934175  	B 	E 
23654	01934205  	E 	B 
23655	01934212  	B 	E 
23656	01934311  	C 	A 
23657	01934403  	C 	E 
23658	01934632  	E 	E 
23659	01934700  	E 	F 
23660	01934724  	A 	E 
23661	01934793  	F 	E 
23662	01935028  	J 	D 
23663	01935080  	D 	A 
23664	01935165  	G 	C 
23665	01935257  	C 	C 
23666	01935271  	F 	C 
23667	01935288  	C 	H 
23668	01935325  	C 	E 
23669	01935332  	C 	E 
23670	01935356  	A 	F 
23671	01935370  	I 	E 
23672	01935394  	C 	E 
23673	01935455  	B 	C 
23674	01935547  	D 	B 
23675	01935592  	D 	F 
23676	01935615  	A 	E 
23677	01935639  	C 	E 
23678	01935752  	B 	B 
23679	01935769  	B 	C 
23680	01935783  	A 	F 
23681	01935875  	B 	D 
23682	01935936  	C 	E 
23683	01935950  	J 	C 
23684	01935967  	B 	E 
23685	01936001  	H 	E 
23686	01936087  	H 	G 
23687	01936131  	C 	F 
23688	01936155  	B 	C 
23689	01936216  	E 	E 
23690	01936223  	B 	H 
23691	01936230  	D 	F 
23692	01936261  	A 	E 
23693	01936308  	A 	F 
23694	01936346  	F 	C 
23695	01936391  	B 	E 
23696	01936414  	C 	E 
23697	01936551  	D 	F 
23698	01936575  	C 	D 
23699	01936605  	F 	F 
23700	01936629  	C 	A 
23701	01936827  	H 	A 
23702	01936872  	H 	E 
23703	01936889  	F 	G 
23704	01936971  	F 	F 
23705	01937046  	C 	F 
23706	01937060  	A 	F 
23707	01937107  	C 	C 
23708	01937114  	F 	C 
23709	01937138  	C 	E 
23710	01937145  	C 	E 
23711	01937169  	C 	D 
23712	01937282  	D 	G 
23713	01937299  	B 	E 
23714	01937428  	G 	F 
23715	01937459  	A 	F 
23716	01937497  	B 	E 
23717	01937503  	E 	C 
23718	01937565  	B 	E 
23719	01937596  	D 	E 
23720	01937633  	E 	E 
23721	01937657  	E 	C 
23722	01937701  	A 	D 
23723	01937718  	F 	E 
23724	01937732  	D 	G 
23725	01937770  	B 	A 
23726	01937817  	D 	G 
23727	01937855  	C 	D 
23728	01937909  	A 	F 
23729	01937947  	E 	D 
23730	01938005  	D 	C 
23731	01938012  	B 	F 
23732	01938043  	G 	F 
23733	01938180  	J 	F 
23734	01938265  	H 	G 
23735	01938333  	E 	E 
23736	01938340  	E 	C 
23737	01938371  	D 	F 
23738	01938593  	C 	E 
23739	01938623  	B 	C 
23740	01938661  	F 	C 
23741	01938739  	G 	E 
23742	01938821  	C 	C 
23743	01938920  	I 	H 
23744	01938982  	B 	G 
23745	01939057  	A 	E 
23746	01939101  	E 	H 
23747	01939187  	A 	E 
23748	01939194  	D 	D 
23749	01939224  	C 	F 
23750	01939231  	B 	C 
23751	01939354  	D 	E 
23752	01939484  	H 	D 
23753	01939538  	D 	A 
23754	01939545  	J 	E 
23755	01939651  	A 	C 
23756	01939729  	C 	F 
23757	01939743  	C 	D 
23758	01939798  	G 	D 
23759	01939842  	F 	F 
23760	01939866  	G 	F 
23761	01939934  	C 	F 
23762	01939965  	E 	B 
23763	01939972  	E 	G 
23764	01939989  	E 	G 
23765	01940008  	A 	F 
23766	01940039  	C 	B 
23767	01940046  	F 	D 
23768	01940152  	F 	E 
23769	01940176  	J 	E 
23770	01940275  	D 	F 
23771	01940350  	C 	G 
23772	01940367  	J 	G 
23773	01940411  	F 	F 
23774	01940435  	F 	B 
23775	01940466  	F 	F 
23776	01940503  	B 	C 
23777	01940688  	H 	E 
23778	01940749  	B 	D 
23779	01940763  	E 	D 
23780	01940800  	F 	F 
23781	01940824  	G 	D 
23782	01940831  	E 	C 
23783	01940848  	F 	F 
23784	01940930  	E 	A 
23785	01940954  	F 	F 
23786	01940961  	E 	F 
23787	01941005  	E 	E 
23788	01941012  	A 	E 
23789	01941029  	B 	F 
23790	01941050  	C 	G 
23791	01941067  	G 	D 
23792	01941104  	D 	F 
23793	01941128  	C 	E 
23794	01941135  	C 	C 
23795	01941241  	F 	F 
23796	01941265  	J 	F 
23797	01941272  	A 	F 
23798	01941319  	C 	F 
23799	01941333  	H 	G 
23800	01941364  	D 	G 
23801	01941388  	E 	E 
23802	01941432  	G 	G 
23803	01941449  	F 	D 
23804	01941487  	G 	F 
23805	01941623  	C 	C 
23806	01941685  	H 	F 
23807	01941692  	B 	E 
23808	01941814  	B 	F 
23809	01941821  	E 	D 
23810	01941838  	C 	C 
23811	01941852  	B 	E 
23812	01941876  	C 	F 
23813	01941944  	B 	G 
23814	01942026  	D 	C 
23815	01942057  	H 	F 
23816	01942071  	A 	E 
23817	01942088  	A 	E 
23818	01942125  	C 	D 
23819	01942149  	C 	F 
23820	01942309  	B 	E 
23821	01942323  	J 	C 
23822	01942330  	D 	C 
23823	01942361  	A 	F 
23824	01942422  	B 	C 
23825	01942453  	A 	E 
23826	01942477  	G 	D 
23827	01942484  	G 	C 
23828	01942514  	G 	E 
23829	01942583  	C 	F 
23830	01942729  	E 	H 
23831	01942736  	F 	D 
23832	01942804  	C 	D 
23833	01942941  	D 	C 
23834	01942958  	E 	F 
23835	01943009  	B 	F 
23836	01943047  	B 	E 
23837	01943054  	B 	E 
23838	01943429  	J 	A 
23839	01943535  	C 	F 
23840	01943542  	E 	C 
23841	01943559  	E 	F 
23842	01943726  	C 	E 
23843	01943788  	D 	E 
23844	01943924  	E 	F 
23845	01943948  	G 	E 
23846	01943962  	C 	C 
23847	01943979  	D 	E 
23848	01944006  	A 	E 
23849	01944037  	A 	E 
23850	01944075  	A 	E 
23851	01944112  	A 	E 
23852	01944136  	D 	D 
23853	01944211  	J 	E 
23854	01944259  	D 	F 
23855	01944303  	B 	E 
23856	01944457  	H 	G 
23857	01944471  	H 	E 
23858	01944518  	D 	F 
23859	01944532  	F 	F 
23860	01944549  	B 	E 
23861	01944600  	E 	E 
23862	01944617  	E 	F 
23863	01944723  	E 	F 
23864	01944785  	F 	D 
23865	01944792  	B 	E 
23866	01944846  	C 	E 
23867	01944969  	E 	E 
23868	01944976  	D 	E 
23869	01944990  	D 	G 
23870	01945027  	B 	F 
23871	01945041  	J 	F 
23872	01945164  	D 	C 
23873	01945171  	E 	D 
23874	01945188  	C 	F 
23875	01945195  	A 	E 
23876	01945201  	E 	G 
23877	01945218  	A 	E 
23878	01945232  	K 	H 
23879	01945249  	E 	D 
23880	01945256  	F 	E 
23881	01945300  	A 	G 
23882	01945362  	D 	F 
23883	01945409  	E 	C 
23884	01945416  	C 	F 
23885	01945621  	J 	A 
23886	01945638  	A 	D 
23887	01945669  	H 	C 
23888	01945690  	C 	B 
23889	01945706  	D 	F 
23890	01945713  	B 	G 
23891	01945720  	D 	F 
23892	01945744  	F 	E 
23893	01945805  	C 	F 
23894	01945850  	D 	E 
23895	01945911  	D 	G 
23896	01945959  	F 	G 
23897	01945966  	F 	F 
23898	01946062  	E 	G 
23899	01946086  	A 	E 
23900	01946109  	E 	E 
23901	01946178  	J 	H 
23902	01946185  	B 	E 
23903	01946192  	D 	F 
23904	01946208  	F 	H 
23905	01946314  	F 	F 
23906	01946321  	B 	C 
23907	01946345  	A 	F 
23908	01946390  	E 	F 
23909	01946413  	B 	D 
23910	01946468  	A 	E 
23911	01946482  	D 	B 
23912	01946529  	D 	F 
23913	01946543  	B 	E 
23914	01946567  	C 	F 
23915	01946581  	E 	H 
23916	01946642  	F 	D 
23917	01946659  	D 	F 
23918	01946673  	B 	E 
23919	01946680  	E 	B 
23920	01946758  	E 	C 
23921	01946765  	D 	F 
23922	01946796  	A 	D 
23923	01946802  	D 	E 
23924	01946888  	I 	E 
23925	01946925  	C 	C 
23926	01946963  	C 	G 
23927	01947007  	C 	C 
23928	01947045  	D 	E 
23929	01947113  	E 	C 
23930	01947137  	D 	D 
23931	01947144  	A 	C 
23932	01947168  	J 	F 
23933	01947175  	C 	D 
23934	01947199  	C 	D 
23935	01947229  	B 	A 
23936	01947304  	C 	A 
23937	01947335  	B 	E 
23938	01947373  	E 	F 
23939	01947427  	C 	F 
23940	01947458  	B 	F 
23941	01947502  	D 	F 
23942	01947564  	F 	G 
23943	01947571  	E 	C 
23944	01947663  	E 	E 
23945	01947762  	C 	C 
23946	01947786  	G 	C 
23947	01947809  	J 	H 
23948	01947892  	D 	H 
23949	01947915  	F 	C 
23950	01947946  	B 	H 
23951	01947953  	F 	C 
23952	01947977  	C 	C 
23953	01948004  	I 	C 
23954	01948028  	G 	E 
23955	01948059  	J 	A 
23956	01948066  	H 	G 
23957	01948073  	I 	E 
23958	01948097  	E 	C 
23959	01948127  	E 	G 
23960	01948158  	B 	C 
23961	01948165  	F 	C 
23962	01948172  	A 	F 
23963	01948189  	D 	F 
23964	01948233  	C 	D 
23965	01948240  	C 	D 
23966	01948288  	D 	F 
23967	01948318  	B 	E 
23968	01948332  	C 	C 
23969	01948349  	D 	C 
23970	01948462  	G 	C 
23971	01948547  	D 	G 
23972	01948615  	G 	C 
23973	01948622  	B 	C 
23974	01948660  	B 	E 
23975	01948707  	I 	H 
23976	01948738  	A 	E 
23977	01948745  	C 	D 
23978	01948783  	B 	F 
23979	01948837  	D 	D 
23980	01948851  	D 	D 
23981	01948868  	D 	A 
23982	01948929  	B 	C 
23983	01948936  	A 	F 
23984	01948950  	E 	F 
23985	01949018  	D 	B 
23986	01949070  	D 	E 
23987	01949117  	E 	E 
23988	01949148  	E 	F 
23989	01949247  	C 	F 
23990	01949254  	D 	F 
23991	01949261  	I 	E 
23992	01949285  	C 	G 
23993	01949322  	C 	C 
23994	01949360  	C 	E 
23995	01949377  	D 	F 
23996	01949476  	G 	B 
23997	01949780  	F 	G 
23998	01949858  	D 	F 
23999	01949865  	A 	H 
24000	01949872  	F 	F 
24001	01949896  	F 	D 
24002	01949919  	E 	F 
24003	01949957  	E 	D 
24004	01949964  	B 	B 
24005	01949988  	D 	F 
24006	01950014  	B 	C 
24007	01950021  	B 	F 
24008	01950090  	A 	G 
24009	01950106  	F 	F 
24010	01950182  	D 	D 
24011	01950250  	C 	F 
24012	01950267  	E 	D 
24013	01950335  	D 	F 
24014	01950359  	H 	E 
24015	01950366  	D 	E 
24016	01950373  	E 	E 
24017	01950397  	H 	F 
24018	01950410  	F 	E 
24019	01950427  	F 	F 
24020	01950625  	A 	F 
24021	01950656  	J 	A 
24022	01950663  	E 	D 
24023	01950717  	C 	E 
24024	01950731  	D 	F 
24025	01950762  	C 	F 
24026	01950823  	E 	E 
24027	01950830  	B 	F 
24028	01950878  	C 	G 
24029	01950892  	D 	C 
24030	01950908  	A 	E 
24031	01950922  	B 	E 
24032	01950946  	E 	F 
24033	01950984  	D 	F 
24034	01951004  	J 	C 
24035	01951097  	C 	E 
24036	01951103  	A 	E 
24037	01951110  	C 	A 
24038	01951141  	D 	E 
24039	01951257  	C 	F 
24040	01951271  	G 	F 
24041	01951288  	H 	C 
24042	01951295  	F 	E 
24043	01951318  	B 	E 
24044	01951325  	D 	F 
24045	01951332  	F 	C 
24046	01951349  	C 	G 
24047	01951356  	I 	B 
24048	01951424  	D 	B 
24049	01951479  	F 	D 
24050	01951509  	C 	D 
24051	01951523  	H 	E 
24052	01951547  	A 	E 
24053	01951622  	E 	E 
24054	01951639  	E 	F 
24055	01951684  	E 	A 
24056	01951721  	H 	C 
24057	01951783  	G 	F 
24058	01951844  	D 	F 
24059	01951868  	E 	E 
24060	01951912  	C 	C 
24061	01951936  	A 	F 
24062	01951950  	C 	G 
24063	01951967  	C 	F 
24064	01952049  	D 	D 
24065	01952063  	E 	E 
24066	01952124  	F 	G 
24067	01952186  	C 	A 
24068	01952230  	J 	C 
24069	01952261  	G 	E 
24070	01952278  	H 	F 
24071	01952285  	G 	F 
24072	01952292  	E 	F 
24073	01952322  	G 	G 
24074	01952445  	A 	G 
24075	01952452  	F 	C 
24076	01952469  	B 	G 
24077	01952476  	C 	E 
24078	01952520  	E 	B 
24079	01952582  	E 	C 
24080	01952650  	I 	E 
24081	01952674  	D 	H 
24082	01952742  	D 	D 
24083	01952797  	C 	F 
24084	01952803  	C 	F 
24085	01952810  	E 	F 
24086	01952964  	B 	E 
24087	01952971  	G 	D 
24088	01952995  	B 	C 
24089	01953008  	C 	F 
24090	01953046  	J 	E 
24091	01953053  	C 	C 
24092	01953091  	G 	E 
24093	01953220  	E 	F 
24094	01953244  	A 	E 
24095	01953299  	J 	E 
24096	01953329  	E 	D 
24097	01953343  	D 	F 
24098	01953350  	G 	B 
24099	01953459  	E 	G 
24100	01953534  	C 	F 
24101	01953565  	E 	E 
24102	01953572  	D 	E 
24103	01953589  	B 	E 
24104	01953596  	G 	H 
24105	01953640  	H 	C 
24106	01953657  	F 	E 
24107	01953695  	D 	E 
24108	01953770  	C 	G 
24109	01953862  	G 	F 
24110	01953985  	C 	F 
24111	01953992  	E 	F 
24112	01954029  	D 	E 
24113	01954036  	E 	B 
24114	01954043  	F 	C 
24115	01954074  	D 	F 
24116	01954173  	C 	E 
24117	01954203  	A 	E 
24118	01954258  	D 	F 
24119	01954296  	F 	E 
24120	01954302  	B 	E 
24121	01954357  	A 	E 
24122	01954388  	D 	C 
24123	01954401  	C 	F 
24124	01954487  	I 	E 
24125	01954494  	C 	F 
24126	01954517  	A 	C 
24127	01954616  	C 	C 
24128	01954722  	D 	G 
24129	01954746  	D 	G 
24130	01954784  	B 	B 
24131	01954807  	D 	G 
24132	01954845  	C 	E 
24133	01954883  	C 	F 
24134	01954951  	A 	C 
24135	01955019  	A 	E 
24136	01955026  	C 	F 
24137	01955040  	C 	H 
24138	01955057  	C 	F 
24139	01955064  	D 	F 
24140	01955149  	B 	F 
24141	01955156  	A 	E 
24142	01955163  	D 	E 
24143	01955262  	H 	F 
24144	01955316  	B 	E 
24145	01955354  	B 	E 
24146	01955385  	D 	E 
24147	01955422  	C 	G 
24148	01955446  	E 	C 
24149	01955453  	C 	D 
24150	01955491  	D 	F 
24151	01955590  	B 	D 
24152	01955651  	C 	D 
24153	01955675  	D 	H 
24154	01955712  	A 	E 
24155	01955729  	A 	E 
24156	01955835  	I 	E 
24157	01955873  	D 	F 
24158	01955972  	G 	F 
24159	01955996  	C 	G 
24160	01956092  	E 	G 
24161	01956115  	E 	C 
24162	01956184  	A 	D 
24163	01956191  	E 	B 
24164	01956405  	G 	E 
24165	01956580  	F 	G 
24166	01956641  	C 	F 
24167	01956696  	F 	F 
24168	01956771  	G 	E 
24169	01956856  	C 	E 
24170	01956917  	A 	E 
24171	01956924  	D 	E 
24172	01956962  	C 	E 
24173	01956986  	E 	C 
24174	01956993  	D 	E 
24175	01957037  	B 	G 
24176	01957099  	B 	E 
24177	01957198  	B 	G 
24178	01957204  	B 	E 
24179	01957211  	D 	F 
24180	01957280  	J 	E 
24181	01957310  	E 	E 
24182	01957327  	E 	C 
24183	01957341  	C 	F 
24184	01957358  	J 	F 
24185	01957389  	B 	G 
24186	01957396  	E 	C 
24187	01957457  	C 	F 
24188	01957587  	C 	G 
24189	01957631  	C 	B 
24190	01957716  	A 	C 
24191	01957761  	C 	D 
24192	01957778  	B 	F 
24193	01957815  	J 	B 
24194	01957860  	I 	E 
24195	01957877  	A 	C 
24196	01957921  	E 	A 
24197	01957983  	A 	E 
24198	01958089  	C 	E 
24199	01958119  	F 	G 
24200	01958133  	D 	C 
24201	01958140  	J 	E 
24202	01958256  	G 	B 
24203	01958270  	F 	B 
24204	01958362  	G 	C 
24205	01958386  	J 	E 
24206	01958409  	C 	E 
24207	01958423  	E 	C 
24208	01958447  	G 	E 
24209	01958485  	E 	E 
24210	01958584  	D 	F 
24211	01958676  	E 	F 
24212	01958690  	D 	F 
24213	01958706  	D 	E 
24214	01958775  	E 	C 
24215	01958812  	A 	F 
24216	01958881  	J 	A 
24217	01958898  	G 	D 
24218	01958935  	C 	G 
24219	01958973  	F 	H 
24220	01958997  	E 	C 
24221	01959017  	B 	G 
24222	01959048  	C 	C 
24223	01959116  	D 	C 
24224	01959123  	D 	G 
24225	01959130  	B 	D 
24226	01959154  	H 	G 
24227	01959277  	D 	F 
24228	01959307  	C 	E 
24229	01959321  	E 	F 
24230	01959345  	D 	G 
24231	01959369  	A 	F 
24232	01959413  	J 	F 
24233	01959444  	I 	C 
24234	01959475  	D 	F 
24235	01959505  	C 	E 
24236	01959512  	E 	C 
24237	01959536  	E 	B 
24238	01959574  	F 	G 
24239	01959604  	G 	E 
24240	01959635  	C 	C 
24241	01959673  	E 	D 
24242	01959703  	C 	H 
24243	01959710  	F 	D 
24244	01959765  	F 	C 
24245	01959819  	C 	E 
24246	01959956  	C 	E 
24247	01959970  	E 	E 
24248	01959987  	J 	F 
24249	01959994  	C 	E 
24250	01960037  	D 	C 
24251	01960044  	C 	F 
24252	01960068  	D 	G 
24253	01960112  	E 	E 
24254	01960143  	C 	G 
24255	01960204  	C 	D 
24256	01960235  	D 	F 
24257	01960297  	F 	E 
24258	01960334  	E 	C 
24259	01960372  	E 	C 
24260	01960396  	C 	E 
24261	01960419  	A 	E 
24262	01960440  	B 	F 
24263	01960457  	E 	G 
24264	01960464  	C 	F 
24265	01960495  	E 	E 
24266	01960501  	A 	D 
24267	01960518  	D 	E 
24268	01960525  	C 	F 
24269	01960563  	D 	G 
24270	01960648  	F 	E 
24271	01960693  	G 	E 
24272	01960723  	D 	F 
24273	01960792  	C 	F 
24274	01960808  	E 	E 
24275	01960839  	D 	E 
24276	01960846  	D 	E 
24277	01960884  	G 	C 
24278	01960938  	F 	B 
24279	01960969  	D 	F 
24280	01960976  	D 	G 
24281	01960983  	B 	E 
24282	01961102  	C 	G 
24283	01961126  	I 	F 
24284	01961140  	C 	F 
24285	01961157  	C 	G 
24286	01961171  	A 	F 
24287	01961188  	I 	H 
24288	01961195  	C 	E 
24289	01961232  	C 	E 
24290	01961263  	G 	G 
24291	01961294  	B 	G 
24292	01961355  	C 	E 
24293	01961393  	C 	F 
24294	01961409  	A 	F 
24295	01961478  	G 	G 
24296	01961515  	B 	F 
24297	01961584  	C 	F 
24298	01961645  	F 	F 
24299	01961652  	E 	G 
24300	01961676  	E 	F 
24301	01961720  	C 	C 
24302	01961751  	F 	C 
24303	01961782  	F 	F 
24304	01961799  	G 	E 
24305	01961836  	F 	F 
24306	01962055  	C 	C 
24307	01962123  	E 	C 
24308	01962147  	F 	G 
24309	01962161  	B 	F 
24310	01962208  	B 	B 
24311	01962246  	D 	E 
24312	01962277  	B 	F 
24313	01962291  	B 	F 
24314	01962383  	C 	E 
24315	01962437  	D 	F 
24316	01962512  	B 	F 
24317	01962550  	J 	C 
24318	01962581  	C 	C 
24319	01962598  	E 	D 
24320	01962628  	F 	C 
24321	01962635  	C 	F 
24322	01962642  	A 	F 
24323	01962659  	J 	F 
24324	01962680  	F 	F 
24325	01962697  	D 	F 
24326	01962710  	D 	F 
24327	01962772  	C 	C 
24328	01962789  	B 	E 
24329	01962802  	E 	D 
24330	01962871  	C 	D 
24331	01962901  	C 	D 
24332	01962918  	B 	F 
24333	01963038  	B 	G 
24334	01963076  	G 	F 
24335	01963175  	E 	C 
24336	01963243  	G 	F 
24337	01963274  	A 	E 
24338	01963434  	A 	C 
24339	01963519  	F 	C 
24340	01963847  	F 	F 
24341	01964080  	A 	C 
24342	01964097  	E 	E 
24343	01964103  	E 	C 
24344	01964172  	C 	F 
24345	01964295  	E 	E 
24346	01964417  	C 	G 
24347	01964561  	H 	D 
24348	01964578  	B 	F 
24349	01964615  	B 	E 
24350	01964691  	D 	F 
24351	01964707  	D 	F 
24352	01964714  	C 	F 
24353	01964769  	I 	C 
24354	01964776  	D 	F 
24355	01964837  	E 	C 
24356	01964912  	A 	C 
24357	01965001  	F 	A 
24358	01965025  	E 	F 
24359	01965070  	C 	E 
24360	01965087  	C 	B 
24361	01965094  	E 	G 
24362	01965117  	D 	C 
24363	01965124  	A 	G 
24364	01965223  	D 	H 
24365	01965230  	I 	B 
24366	01965261  	E 	E 
24367	01965384  	B 	C 
24368	01965407  	B 	F 
24369	01965643  	D 	F 
24370	01965698  	B 	F 
24371	01965759  	B 	E 
24372	01965766  	I 	E 
24373	01965773  	E 	D 
24374	01965858  	E 	F 
24375	01965919  	F 	G 
24376	01965926  	F 	E 
24377	01965988  	D 	G 
24378	01966022  	G 	C 
24379	01966053  	B 	F 
24380	01966145  	C 	F 
24381	01966169  	F 	E 
24382	01966176  	F 	G 
24383	01966237  	A 	E 
24384	01966282  	C 	F 
24385	01966305  	J 	C 
24386	01966473  	B 	F 
24387	01966534  	D 	F 
24388	01966565  	B 	E 
24389	01966572  	G 	E 
24390	01966602  	D 	F 
24391	01966657  	A 	E 
24392	01966664  	C 	E 
24393	01966695  	J 	E 
24394	01966763  	C 	E 
24395	01966770  	A 	F 
24396	01966817  	E 	D 
24397	01966831  	I 	E 
24398	01966848  	I 	E 
24399	01966886  	D 	B 
24400	01966893  	E 	E 
24401	01966909  	E 	E 
24402	01966954  	B 	E 
24403	01966961  	C 	F 
24404	01966978  	J 	F 
24405	01966992  	F 	E 
24406	01967012  	C 	E 
24407	01967081  	B 	F 
24408	01967098  	F 	E 
24409	01967111  	B 	F 
24410	01967159  	J 	E 
24411	01967272  	H 	D 
24412	01967289  	F 	G 
24413	01967296  	C 	C 
24414	01967302  	E 	C 
24415	01967319  	C 	B 
24416	01967333  	D 	F 
24417	01967364  	E 	F 
24418	01967401  	E 	F 
24419	01967418  	C 	G 
24420	01967432  	D 	G 
24421	01967463  	F 	C 
24422	01967470  	I 	C 
24423	01967548  	E 	F 
24424	01967562  	D 	F 
24425	01967579  	B 	G 
24426	01967586  	D 	D 
24427	01967593  	C 	F 
24428	01967609  	C 	F 
24429	01967678  	C 	D 
24430	01967692  	D 	G 
24431	01967746  	C 	B 
24432	01967791  	E 	G 
24433	01967852  	G 	F 
24434	01967937  	D 	E 
24435	01967968  	E 	E 
24436	01968033  	B 	E 
24437	01968101  	F 	G 
24438	01968118  	E 	C 
24439	01968125  	C 	E 
24440	01968163  	C 	E 
24441	01968194  	I 	F 
24442	01968286  	A 	E 
24443	01968309  	C 	E 
24444	01968330  	D 	E 
24445	01968354  	C 	C 
24446	01968361  	F 	C 
24447	01968392  	B 	E 
24448	01968408  	B 	E 
24449	01968422  	E 	E 
24450	01968446  	E 	C 
24451	01968484  	B 	F 
24452	01968507  	E 	F 
24453	01968514  	C 	F 
24454	01968576  	E 	C 
24455	01968644  	A 	E 
24456	01968668  	D 	C 
24457	01968736  	B 	C 
24458	01968750  	B 	F 
24459	01968767  	B 	A 
24460	01968781  	D 	C 
24461	01968798  	E 	F 
24462	01968866  	C 	F 
24463	01968903  	F 	E 
24464	01968910  	J 	F 
24465	01968927  	D 	F 
24466	01968934  	E 	F 
24467	01968965  	C 	C 
24468	01968989  	J 	E 
24469	01969009  	D 	F 
24470	01969047  	B 	C 
24471	01969054  	C 	F 
24472	01969085  	F 	E 
24473	01969122  	D 	C 
24474	01969184  	D 	G 
24475	01969207  	J 	C 
24476	01969276  	E 	G 
24477	01969290  	I 	C 
24478	01969351  	E 	E 
24479	01969450  	F 	E 
24480	01969504  	D 	E 
24481	01969528  	C 	E 
24482	01969597  	D 	G 
24483	01969764  	H 	F 
24484	01969795  	F 	E 
24485	01969832  	B 	D 
24486	01969870  	C 	E 
24487	01969955  	D 	C 
24488	01969993  	G 	C 
24489	01970012  	B 	G 
24490	01970029  	C 	F 
24491	01970067  	E 	G 
24492	01970159  	G 	C 
24493	01970173  	E 	C 
24494	01970210  	C 	E 
24495	01970234  	C 	D 
24496	01970265  	C 	E 
24497	01970272  	C 	F 
24498	01970333  	D 	E 
24499	01970494  	G 	A 
24500	01970548  	D 	B 
24501	01970609  	B 	E 
24502	01970708  	B 	E 
